file,report_type,subcall,num_input_characters,extr_text_tokens,extr_prompt_instr_tokens,extr_total_needed,cot_text_tokens,cot_prompt_instr_tokens,cot_total_needed
1014012.txt,consult,cons_extraction,1639,404.0,622.0,1026.0,,,
1014012.txt,consult,cons_cot,1639,,,,404.0,801.0,1205.0
1135076.txt,consult,cons_extraction,835,219.0,622.0,841.0,,,
1135076.txt,consult,cons_cot,835,,,,219.0,801.0,1020.0
1421704.txt,consult,cons_extraction,1260,303.0,622.0,925.0,,,
1421704.txt,consult,cons_cot,1260,,,,303.0,801.0,1104.0
1503846.txt,pathology,path_extraction,1002,276.0,622.0,898.0,,,
1503846.txt,pathology,path_cot,1002,,,,276.0,801.0,1077.0
1503846.txt,consult,cons_extraction,2314,630.0,622.0,1252.0,,,
1503846.txt,consult,cons_cot,2314,,,,630.0,801.0,1431.0
1004073.txt,pathology,path_extraction,514,128.0,622.0,750.0,,,
1004073.txt,pathology,path_cot,514,,,,128.0,801.0,929.0
1004073.txt,consult,cons_extraction,1448,333.0,622.0,955.0,,,
1004073.txt,consult,cons_cot,1448,,,,333.0,801.0,1134.0
288336.txt,pathology,path_extraction,563,142.0,622.0,764.0,,,
288336.txt,pathology,path_cot,563,,,,142.0,801.0,943.0
288336.txt,consult,cons_extraction,2395,590.0,622.0,1212.0,,,
288336.txt,consult,cons_cot,2395,,,,590.0,801.0,1391.0
771523.txt,pathology,path_extraction,669,187.0,622.0,809.0,,,
771523.txt,pathology,path_cot,669,,,,187.0,801.0,988.0
771523.txt,consult,cons_extraction,1857,438.0,622.0,1060.0,,,
771523.txt,consult,cons_cot,1857,,,,438.0,801.0,1239.0
357871.txt,pathology,path_extraction,558,182.0,622.0,804.0,,,
357871.txt,pathology,path_cot,558,,,,182.0,801.0,983.0
357871.txt,consult,cons_extraction,2450,619.0,622.0,1241.0,,,
357871.txt,consult,cons_cot,2450,,,,619.0,801.0,1420.0
135560.txt,pathology,path_extraction,1387,353.0,622.0,975.0,,,
135560.txt,pathology,path_cot,1387,,,,353.0,801.0,1154.0
135560.txt,consult,cons_extraction,1776,488.0,622.0,1110.0,,,
135560.txt,consult,cons_cot,1776,,,,488.0,801.0,1289.0
166906.txt,pathology,path_extraction,655,156.0,622.0,778.0,,,
166906.txt,pathology,path_cot,655,,,,156.0,801.0,957.0
166906.txt,consult,cons_extraction,2812,723.0,622.0,1345.0,,,
166906.txt,consult,cons_cot,2812,,,,723.0,801.0,1524.0
1208740.txt,pathology,path_extraction,1626,507.0,622.0,1129.0,,,
1208740.txt,pathology,path_cot,1626,,,,507.0,801.0,1308.0
1208740.txt,consult,cons_extraction,3399,888.0,622.0,1510.0,,,
1208740.txt,consult,cons_cot,3399,,,,888.0,801.0,1689.0
930297.txt,pathology,path_extraction,5143,1483.0,622.0,2105.0,,,
930297.txt,pathology,path_cot,5143,,,,1483.0,801.0,2284.0
930297.txt,consult,cons_extraction,2624,675.0,622.0,1297.0,,,
930297.txt,consult,cons_cot,2624,,,,675.0,801.0,1476.0
819290.txt,consult,cons_extraction,5075,1164.0,622.0,1786.0,,,
819290.txt,consult,cons_cot,5075,,,,1164.0,801.0,1965.0
345463.txt,consult,cons_extraction,2725,617.0,622.0,1239.0,,,
345463.txt,consult,cons_cot,2725,,,,617.0,801.0,1418.0
518791.txt,pathology,path_extraction,683,222.0,622.0,844.0,,,
518791.txt,pathology,path_cot,683,,,,222.0,801.0,1023.0
518791.txt,consult,cons_extraction,2208,510.0,622.0,1132.0,,,
518791.txt,consult,cons_cot,2208,,,,510.0,801.0,1311.0
857282.txt,pathology,path_extraction,721,215.0,622.0,837.0,,,
857282.txt,pathology,path_cot,721,,,,215.0,801.0,1016.0
857282.txt,consult,cons_extraction,3209,801.0,622.0,1423.0,,,
857282.txt,consult,cons_cot,3209,,,,801.0,801.0,1602.0
1436630.txt,consult,cons_extraction,792,244.0,622.0,866.0,,,
1436630.txt,consult,cons_cot,792,,,,244.0,801.0,1045.0
1072739.txt,consult,cons_extraction,2370,535.0,622.0,1157.0,,,
1072739.txt,consult,cons_cot,2370,,,,535.0,801.0,1336.0
1125637.txt,pathology,path_extraction,1851,660.0,622.0,1282.0,,,
1125637.txt,pathology,path_cot,1851,,,,660.0,801.0,1461.0
1125637.txt,consult,cons_extraction,2813,688.0,622.0,1310.0,,,
1125637.txt,consult,cons_cot,2813,,,,688.0,801.0,1489.0
1311615.txt,pathology,path_extraction,762,183.0,622.0,805.0,,,
1311615.txt,pathology,path_cot,762,,,,183.0,801.0,984.0
1311615.txt,consult,cons_extraction,3931,937.0,622.0,1559.0,,,
1311615.txt,consult,cons_cot,3931,,,,937.0,801.0,1738.0
1149638.txt,pathology,path_extraction,654,204.0,622.0,826.0,,,
1149638.txt,pathology,path_cot,654,,,,204.0,801.0,1005.0
1149638.txt,consult,cons_extraction,2498,609.0,622.0,1231.0,,,
1149638.txt,consult,cons_cot,2498,,,,609.0,801.0,1410.0
401228.txt,pathology,path_extraction,1516,447.0,622.0,1069.0,,,
401228.txt,pathology,path_cot,1516,,,,447.0,801.0,1248.0
1264635.txt,pathology,path_extraction,513,132.0,622.0,754.0,,,
1264635.txt,pathology,path_cot,513,,,,132.0,801.0,933.0
1264635.txt,consult,cons_extraction,2038,499.0,622.0,1121.0,,,
1264635.txt,consult,cons_cot,2038,,,,499.0,801.0,1300.0
258141.txt,pathology,path_extraction,1018,268.0,622.0,890.0,,,
258141.txt,pathology,path_cot,1018,,,,268.0,801.0,1069.0
1401958.txt,pathology,path_extraction,555,137.0,622.0,759.0,,,
1401958.txt,pathology,path_cot,555,,,,137.0,801.0,938.0
1401958.txt,consult,cons_extraction,1567,408.0,622.0,1030.0,,,
1401958.txt,consult,cons_cot,1567,,,,408.0,801.0,1209.0
558397.txt,pathology,path_extraction,479,124.0,622.0,746.0,,,
558397.txt,pathology,path_cot,479,,,,124.0,801.0,925.0
558397.txt,consult,cons_extraction,2207,569.0,622.0,1191.0,,,
558397.txt,consult,cons_cot,2207,,,,569.0,801.0,1370.0
1131412.txt,pathology,path_extraction,758,195.0,622.0,817.0,,,
1131412.txt,pathology,path_cot,758,,,,195.0,801.0,996.0
1131412.txt,consult,cons_extraction,1623,392.0,622.0,1014.0,,,
1131412.txt,consult,cons_cot,1623,,,,392.0,801.0,1193.0
364959.txt,consult,cons_extraction,783,234.0,622.0,856.0,,,
364959.txt,consult,cons_cot,783,,,,234.0,801.0,1035.0
12144.txt,consult,cons_extraction,3275,765.0,622.0,1387.0,,,
12144.txt,consult,cons_cot,3275,,,,765.0,801.0,1566.0
1607304.txt,consult,cons_extraction,1592,389.0,622.0,1011.0,,,
1607304.txt,consult,cons_cot,1592,,,,389.0,801.0,1190.0
1184300.txt,consult,cons_extraction,816,195.0,622.0,817.0,,,
1184300.txt,consult,cons_cot,816,,,,195.0,801.0,996.0
1177630.txt,pathology,path_extraction,635,148.0,622.0,770.0,,,
1177630.txt,pathology,path_cot,635,,,,148.0,801.0,949.0
1224467.txt,pathology,path_extraction,555,191.0,622.0,813.0,,,
1224467.txt,pathology,path_cot,555,,,,191.0,801.0,992.0
479810.txt,pathology,path_extraction,746,199.0,622.0,821.0,,,
479810.txt,pathology,path_cot,746,,,,199.0,801.0,1000.0
479810.txt,consult,cons_extraction,2231,530.0,622.0,1152.0,,,
479810.txt,consult,cons_cot,2231,,,,530.0,801.0,1331.0
1416988.txt,pathology,path_extraction,394,105.0,622.0,727.0,,,
1416988.txt,pathology,path_cot,394,,,,105.0,801.0,906.0
1416988.txt,consult,cons_extraction,1609,430.0,622.0,1052.0,,,
1416988.txt,consult,cons_cot,1609,,,,430.0,801.0,1231.0
837503.txt,consult,cons_extraction,2720,608.0,622.0,1230.0,,,
837503.txt,consult,cons_cot,2720,,,,608.0,801.0,1409.0
911530.txt,consult,cons_extraction,2555,623.0,622.0,1245.0,,,
911530.txt,consult,cons_cot,2555,,,,623.0,801.0,1424.0
152270.txt,pathology,path_extraction,548,140.0,622.0,762.0,,,
152270.txt,pathology,path_cot,548,,,,140.0,801.0,941.0
1061513.txt,pathology,path_extraction,662,191.0,622.0,813.0,,,
1061513.txt,pathology,path_cot,662,,,,191.0,801.0,992.0
244078.txt,pathology,path_extraction,968,247.0,622.0,869.0,,,
244078.txt,pathology,path_cot,968,,,,247.0,801.0,1048.0
244078.txt,consult,cons_extraction,1449,378.0,622.0,1000.0,,,
244078.txt,consult,cons_cot,1449,,,,378.0,801.0,1179.0
833851.txt,pathology,path_extraction,4613,1396.0,622.0,2018.0,,,
833851.txt,pathology,path_cot,4613,,,,1396.0,801.0,2197.0
833851.txt,consult,cons_extraction,3936,925.0,622.0,1547.0,,,
833851.txt,consult,cons_cot,3936,,,,925.0,801.0,1726.0
1649177.txt,pathology,path_extraction,430,117.0,622.0,739.0,,,
1649177.txt,pathology,path_cot,430,,,,117.0,801.0,918.0
1167024.txt,consult,cons_extraction,3199,776.0,622.0,1398.0,,,
1167024.txt,consult,cons_cot,3199,,,,776.0,801.0,1577.0
767722.txt,consult,cons_extraction,3680,847.0,622.0,1469.0,,,
767722.txt,consult,cons_cot,3680,,,,847.0,801.0,1648.0
1081091.txt,consult,cons_extraction,3391,806.0,622.0,1428.0,,,
1081091.txt,consult,cons_cot,3391,,,,806.0,801.0,1607.0
1510016.txt,pathology,path_extraction,579,145.0,622.0,767.0,,,
1510016.txt,pathology,path_cot,579,,,,145.0,801.0,946.0
654327.txt,consult,cons_extraction,1793,439.0,622.0,1061.0,,,
654327.txt,consult,cons_cot,1793,,,,439.0,801.0,1240.0
100150.txt,pathology,path_extraction,967,275.0,622.0,897.0,,,
100150.txt,pathology,path_cot,967,,,,275.0,801.0,1076.0
100150.txt,consult,cons_extraction,1374,299.0,622.0,921.0,,,
100150.txt,consult,cons_cot,1374,,,,299.0,801.0,1100.0
7777.txt,pathology,path_extraction,592,173.0,622.0,795.0,,,
7777.txt,pathology,path_cot,592,,,,173.0,801.0,974.0
7777.txt,consult,cons_extraction,1697,387.0,622.0,1009.0,,,
7777.txt,consult,cons_cot,1697,,,,387.0,801.0,1188.0
1108787.txt,consult,cons_extraction,2893,675.0,622.0,1297.0,,,
1108787.txt,consult,cons_cot,2893,,,,675.0,801.0,1476.0
1457934.txt,pathology,path_extraction,577,155.0,622.0,777.0,,,
1457934.txt,pathology,path_cot,577,,,,155.0,801.0,956.0
1457934.txt,consult,cons_extraction,2011,543.0,622.0,1165.0,,,
1457934.txt,consult,cons_cot,2011,,,,543.0,801.0,1344.0
1503544.txt,pathology,path_extraction,3545,1008.0,622.0,1630.0,,,
1503544.txt,pathology,path_cot,3545,,,,1008.0,801.0,1809.0
1503544.txt,consult,cons_extraction,3508,938.0,622.0,1560.0,,,
1503544.txt,consult,cons_cot,3508,,,,938.0,801.0,1739.0
1237652.txt,pathology,path_extraction,705,199.0,622.0,821.0,,,
1237652.txt,pathology,path_cot,705,,,,199.0,801.0,1000.0
1237652.txt,consult,cons_extraction,2624,650.0,622.0,1272.0,,,
1237652.txt,consult,cons_cot,2624,,,,650.0,801.0,1451.0
1292894.txt,pathology,path_extraction,2637,682.0,622.0,1304.0,,,
1292894.txt,pathology,path_cot,2637,,,,682.0,801.0,1483.0
1292894.txt,consult,cons_extraction,2456,611.0,622.0,1233.0,,,
1292894.txt,consult,cons_cot,2456,,,,611.0,801.0,1412.0
1017733.txt,pathology,path_extraction,691,176.0,622.0,798.0,,,
1017733.txt,pathology,path_cot,691,,,,176.0,801.0,977.0
1017733.txt,consult,cons_extraction,3392,839.0,622.0,1461.0,,,
1017733.txt,consult,cons_cot,3392,,,,839.0,801.0,1640.0
1266899.txt,pathology,path_extraction,772,187.0,622.0,809.0,,,
1266899.txt,pathology,path_cot,772,,,,187.0,801.0,988.0
1266899.txt,consult,cons_extraction,2010,502.0,622.0,1124.0,,,
1266899.txt,consult,cons_cot,2010,,,,502.0,801.0,1303.0
1591620.txt,pathology,path_extraction,694,173.0,622.0,795.0,,,
1591620.txt,pathology,path_cot,694,,,,173.0,801.0,974.0
1591620.txt,consult,cons_extraction,2145,553.0,622.0,1175.0,,,
1591620.txt,consult,cons_cot,2145,,,,553.0,801.0,1354.0
220399.txt,pathology,path_extraction,464,121.0,622.0,743.0,,,
220399.txt,pathology,path_cot,464,,,,121.0,801.0,922.0
220399.txt,consult,cons_extraction,1997,506.0,622.0,1128.0,,,
220399.txt,consult,cons_cot,1997,,,,506.0,801.0,1307.0
227464.txt,pathology,path_extraction,633,157.0,622.0,779.0,,,
227464.txt,pathology,path_cot,633,,,,157.0,801.0,958.0
227464.txt,consult,cons_extraction,2705,662.0,622.0,1284.0,,,
227464.txt,consult,cons_cot,2705,,,,662.0,801.0,1463.0
1296972.txt,pathology,path_extraction,594,165.0,622.0,787.0,,,
1296972.txt,pathology,path_cot,594,,,,165.0,801.0,966.0
1296972.txt,consult,cons_extraction,2798,703.0,622.0,1325.0,,,
1296972.txt,consult,cons_cot,2798,,,,703.0,801.0,1504.0
1354965.txt,pathology,path_extraction,494,133.0,622.0,755.0,,,
1354965.txt,pathology,path_cot,494,,,,133.0,801.0,934.0
1354965.txt,consult,cons_extraction,1555,399.0,622.0,1021.0,,,
1354965.txt,consult,cons_cot,1555,,,,399.0,801.0,1200.0
1070247.txt,consult,cons_extraction,2084,513.0,622.0,1135.0,,,
1070247.txt,consult,cons_cot,2084,,,,513.0,801.0,1314.0
1178706.txt,consult,cons_extraction,1889,454.0,622.0,1076.0,,,
1178706.txt,consult,cons_cot,1889,,,,454.0,801.0,1255.0
1009880.txt,pathology,path_extraction,537,133.0,622.0,755.0,,,
1009880.txt,pathology,path_cot,537,,,,133.0,801.0,934.0
1009880.txt,consult,cons_extraction,2004,478.0,622.0,1100.0,,,
1009880.txt,consult,cons_cot,2004,,,,478.0,801.0,1279.0
1237993.txt,pathology,path_extraction,780,186.0,622.0,808.0,,,
1237993.txt,pathology,path_cot,780,,,,186.0,801.0,987.0
1237993.txt,consult,cons_extraction,1199,311.0,622.0,933.0,,,
1237993.txt,consult,cons_cot,1199,,,,311.0,801.0,1112.0
359825.txt,consult,cons_extraction,925,199.0,622.0,821.0,,,
359825.txt,consult,cons_cot,925,,,,199.0,801.0,1000.0
628178.txt,pathology,path_extraction,913,233.0,622.0,855.0,,,
628178.txt,pathology,path_cot,913,,,,233.0,801.0,1034.0
628178.txt,consult,cons_extraction,2104,521.0,622.0,1143.0,,,
628178.txt,consult,cons_cot,2104,,,,521.0,801.0,1322.0
1302380.txt,pathology,path_extraction,7787,2247.0,622.0,2869.0,,,
1302380.txt,pathology,path_cot,7787,,,,2247.0,801.0,3048.0
1302380.txt,consult,cons_extraction,2359,580.0,622.0,1202.0,,,
1302380.txt,consult,cons_cot,2359,,,,580.0,801.0,1381.0
252296.txt,pathology,path_extraction,539,153.0,622.0,775.0,,,
252296.txt,pathology,path_cot,539,,,,153.0,801.0,954.0
1317057.txt,pathology,path_extraction,697,178.0,622.0,800.0,,,
1317057.txt,pathology,path_cot,697,,,,178.0,801.0,979.0
1317057.txt,consult,cons_extraction,1358,345.0,622.0,967.0,,,
1317057.txt,consult,cons_cot,1358,,,,345.0,801.0,1146.0
722792.txt,pathology,path_extraction,832,222.0,622.0,844.0,,,
722792.txt,pathology,path_cot,832,,,,222.0,801.0,1023.0
722792.txt,consult,cons_extraction,4166,1067.0,622.0,1689.0,,,
722792.txt,consult,cons_cot,4166,,,,1067.0,801.0,1868.0
1219243.txt,pathology,path_extraction,448,154.0,622.0,776.0,,,
1219243.txt,pathology,path_cot,448,,,,154.0,801.0,955.0
1219243.txt,consult,cons_extraction,4129,964.0,622.0,1586.0,,,
1219243.txt,consult,cons_cot,4129,,,,964.0,801.0,1765.0
996342.txt,pathology,path_extraction,626,155.0,622.0,777.0,,,
996342.txt,pathology,path_cot,626,,,,155.0,801.0,956.0
996342.txt,consult,cons_extraction,1507,372.0,622.0,994.0,,,
996342.txt,consult,cons_cot,1507,,,,372.0,801.0,1173.0
990263.txt,consult,cons_extraction,2850,669.0,622.0,1291.0,,,
990263.txt,consult,cons_cot,2850,,,,669.0,801.0,1470.0
1093969.txt,pathology,path_extraction,617,159.0,622.0,781.0,,,
1093969.txt,pathology,path_cot,617,,,,159.0,801.0,960.0
1093969.txt,consult,cons_extraction,3643,909.0,622.0,1531.0,,,
1093969.txt,consult,cons_cot,3643,,,,909.0,801.0,1710.0
1019973.txt,consult,cons_extraction,7727,1797.0,622.0,2419.0,,,
1019973.txt,consult,cons_cot,7727,,,,1797.0,801.0,2598.0
347246.txt,pathology,path_extraction,644,167.0,622.0,789.0,,,
347246.txt,pathology,path_cot,644,,,,167.0,801.0,968.0
347246.txt,consult,cons_extraction,1313,322.0,622.0,944.0,,,
347246.txt,consult,cons_cot,1313,,,,322.0,801.0,1123.0
1093699.txt,pathology,path_extraction,568,147.0,622.0,769.0,,,
1093699.txt,pathology,path_cot,568,,,,147.0,801.0,948.0
1093699.txt,consult,cons_extraction,1284,311.0,622.0,933.0,,,
1093699.txt,consult,cons_cot,1284,,,,311.0,801.0,1112.0
210505.txt,pathology,path_extraction,533,148.0,622.0,770.0,,,
210505.txt,pathology,path_cot,533,,,,148.0,801.0,949.0
210505.txt,consult,cons_extraction,1742,455.0,622.0,1077.0,,,
210505.txt,consult,cons_cot,1742,,,,455.0,801.0,1256.0
1221482.txt,consult,cons_extraction,3452,860.0,622.0,1482.0,,,
1221482.txt,consult,cons_cot,3452,,,,860.0,801.0,1661.0
1579197.txt,pathology,path_extraction,789,196.0,622.0,818.0,,,
1579197.txt,pathology,path_cot,789,,,,196.0,801.0,997.0
1579197.txt,consult,cons_extraction,1259,310.0,622.0,932.0,,,
1579197.txt,consult,cons_cot,1259,,,,310.0,801.0,1111.0
1568879.txt,pathology,path_extraction,947,219.0,622.0,841.0,,,
1568879.txt,pathology,path_cot,947,,,,219.0,801.0,1020.0
1316912.txt,consult,cons_extraction,1745,438.0,622.0,1060.0,,,
1316912.txt,consult,cons_cot,1745,,,,438.0,801.0,1239.0
1279649.txt,pathology,path_extraction,3394,913.0,622.0,1535.0,,,
1279649.txt,pathology,path_cot,3394,,,,913.0,801.0,1714.0
1279649.txt,consult,cons_extraction,1455,337.0,622.0,959.0,,,
1279649.txt,consult,cons_cot,1455,,,,337.0,801.0,1138.0
1410950.txt,pathology,path_extraction,594,151.0,622.0,773.0,,,
1410950.txt,pathology,path_cot,594,,,,151.0,801.0,952.0
1410950.txt,consult,cons_extraction,2317,616.0,622.0,1238.0,,,
1410950.txt,consult,cons_cot,2317,,,,616.0,801.0,1417.0
1458541.txt,pathology,path_extraction,785,209.0,622.0,831.0,,,
1458541.txt,pathology,path_cot,785,,,,209.0,801.0,1010.0
1458541.txt,consult,cons_extraction,1697,410.0,622.0,1032.0,,,
1458541.txt,consult,cons_cot,1697,,,,410.0,801.0,1211.0
1586663.txt,pathology,path_extraction,679,197.0,622.0,819.0,,,
1586663.txt,pathology,path_cot,679,,,,197.0,801.0,998.0
1586663.txt,consult,cons_extraction,1774,448.0,622.0,1070.0,,,
1586663.txt,consult,cons_cot,1774,,,,448.0,801.0,1249.0
1132653.txt,pathology,path_extraction,588,192.0,622.0,814.0,,,
1132653.txt,pathology,path_cot,588,,,,192.0,801.0,993.0
1132653.txt,consult,cons_extraction,2224,507.0,622.0,1129.0,,,
1132653.txt,consult,cons_cot,2224,,,,507.0,801.0,1308.0
1322650.txt,consult,cons_extraction,2364,559.0,622.0,1181.0,,,
1322650.txt,consult,cons_cot,2364,,,,559.0,801.0,1360.0
1445486.txt,pathology,path_extraction,908,258.0,622.0,880.0,,,
1445486.txt,pathology,path_cot,908,,,,258.0,801.0,1059.0
1445486.txt,consult,cons_extraction,1758,496.0,622.0,1118.0,,,
1445486.txt,consult,cons_cot,1758,,,,496.0,801.0,1297.0
669316.txt,consult,cons_extraction,3200,767.0,622.0,1389.0,,,
669316.txt,consult,cons_cot,3200,,,,767.0,801.0,1568.0
1136997.txt,pathology,path_extraction,832,283.0,622.0,905.0,,,
1136997.txt,pathology,path_cot,832,,,,283.0,801.0,1084.0
1136997.txt,consult,cons_extraction,2957,731.0,622.0,1353.0,,,
1136997.txt,consult,cons_cot,2957,,,,731.0,801.0,1532.0
1006301.txt,pathology,path_extraction,881,209.0,622.0,831.0,,,
1006301.txt,pathology,path_cot,881,,,,209.0,801.0,1010.0
1006301.txt,consult,cons_extraction,2194,538.0,622.0,1160.0,,,
1006301.txt,consult,cons_cot,2194,,,,538.0,801.0,1339.0
138405.txt,consult,cons_extraction,1479,359.0,622.0,981.0,,,
138405.txt,consult,cons_cot,1479,,,,359.0,801.0,1160.0
1262059.txt,pathology,path_extraction,574,154.0,622.0,776.0,,,
1262059.txt,pathology,path_cot,574,,,,154.0,801.0,955.0
1262059.txt,consult,cons_extraction,2385,608.0,622.0,1230.0,,,
1262059.txt,consult,cons_cot,2385,,,,608.0,801.0,1409.0
1514775.txt,pathology,path_extraction,548,143.0,622.0,765.0,,,
1514775.txt,pathology,path_cot,548,,,,143.0,801.0,944.0
1514775.txt,consult,cons_extraction,3046,773.0,622.0,1395.0,,,
1514775.txt,consult,cons_cot,3046,,,,773.0,801.0,1574.0
6369.txt,pathology,path_extraction,778,263.0,622.0,885.0,,,
6369.txt,pathology,path_cot,778,,,,263.0,801.0,1064.0
6369.txt,consult,cons_extraction,1817,481.0,622.0,1103.0,,,
6369.txt,consult,cons_cot,1817,,,,481.0,801.0,1282.0
1622580.txt,consult,cons_extraction,1358,338.0,622.0,960.0,,,
1622580.txt,consult,cons_cot,1358,,,,338.0,801.0,1139.0
1586860.txt,pathology,path_extraction,635,180.0,622.0,802.0,,,
1586860.txt,pathology,path_cot,635,,,,180.0,801.0,981.0
1586860.txt,consult,cons_extraction,1565,416.0,622.0,1038.0,,,
1586860.txt,consult,cons_cot,1565,,,,416.0,801.0,1217.0
1096098.txt,consult,cons_extraction,3563,810.0,622.0,1432.0,,,
1096098.txt,consult,cons_cot,3563,,,,810.0,801.0,1611.0
1505227.txt,pathology,path_extraction,664,178.0,622.0,800.0,,,
1505227.txt,pathology,path_cot,664,,,,178.0,801.0,979.0
1505227.txt,consult,cons_extraction,2247,551.0,622.0,1173.0,,,
1505227.txt,consult,cons_cot,2247,,,,551.0,801.0,1352.0
460934.txt,pathology,path_extraction,648,210.0,622.0,832.0,,,
460934.txt,pathology,path_cot,648,,,,210.0,801.0,1011.0
460934.txt,consult,cons_extraction,1901,443.0,622.0,1065.0,,,
460934.txt,consult,cons_cot,1901,,,,443.0,801.0,1244.0
1510079.txt,consult,cons_extraction,1511,380.0,622.0,1002.0,,,
1510079.txt,consult,cons_cot,1511,,,,380.0,801.0,1181.0
696524.txt,pathology,path_extraction,1067,286.0,622.0,908.0,,,
696524.txt,pathology,path_cot,1067,,,,286.0,801.0,1087.0
1611082.txt,pathology,path_extraction,465,127.0,622.0,749.0,,,
1611082.txt,pathology,path_cot,465,,,,127.0,801.0,928.0
1611082.txt,consult,cons_extraction,1543,406.0,622.0,1028.0,,,
1611082.txt,consult,cons_cot,1543,,,,406.0,801.0,1207.0
1164033.txt,consult,cons_extraction,5674,1296.0,622.0,1918.0,,,
1164033.txt,consult,cons_cot,5674,,,,1296.0,801.0,2097.0
820516.txt,pathology,path_extraction,405,107.0,622.0,729.0,,,
820516.txt,pathology,path_cot,405,,,,107.0,801.0,908.0
820516.txt,consult,cons_extraction,4463,1060.0,622.0,1682.0,,,
820516.txt,consult,cons_cot,4463,,,,1060.0,801.0,1861.0
307869.txt,pathology,path_extraction,547,187.0,622.0,809.0,,,
307869.txt,pathology,path_cot,547,,,,187.0,801.0,988.0
307869.txt,consult,cons_extraction,3131,761.0,622.0,1383.0,,,
307869.txt,consult,cons_cot,3131,,,,761.0,801.0,1562.0
438752.txt,pathology,path_extraction,903,311.0,622.0,933.0,,,
438752.txt,pathology,path_cot,903,,,,311.0,801.0,1112.0
438752.txt,consult,cons_extraction,2245,530.0,622.0,1152.0,,,
438752.txt,consult,cons_cot,2245,,,,530.0,801.0,1331.0
1348408.txt,pathology,path_extraction,433,123.0,622.0,745.0,,,
1348408.txt,pathology,path_cot,433,,,,123.0,801.0,924.0
1348408.txt,consult,cons_extraction,4165,1068.0,622.0,1690.0,,,
1348408.txt,consult,cons_cot,4165,,,,1068.0,801.0,1869.0
1227068.txt,consult,cons_extraction,3685,857.0,622.0,1479.0,,,
1227068.txt,consult,cons_cot,3685,,,,857.0,801.0,1658.0
667872.txt,pathology,path_extraction,1505,520.0,622.0,1142.0,,,
667872.txt,pathology,path_cot,1505,,,,520.0,801.0,1321.0
667872.txt,consult,cons_extraction,4567,1060.0,622.0,1682.0,,,
667872.txt,consult,cons_cot,4567,,,,1060.0,801.0,1861.0
524769.txt,pathology,path_extraction,934,268.0,622.0,890.0,,,
524769.txt,pathology,path_cot,934,,,,268.0,801.0,1069.0
1489662.txt,pathology,path_extraction,960,252.0,622.0,874.0,,,
1489662.txt,pathology,path_cot,960,,,,252.0,801.0,1053.0
1489662.txt,consult,cons_extraction,1698,411.0,622.0,1033.0,,,
1489662.txt,consult,cons_cot,1698,,,,411.0,801.0,1212.0
928101.txt,consult,cons_extraction,1814,393.0,622.0,1015.0,,,
928101.txt,consult,cons_cot,1814,,,,393.0,801.0,1194.0
1435529.txt,pathology,path_extraction,753,202.0,622.0,824.0,,,
1435529.txt,pathology,path_cot,753,,,,202.0,801.0,1003.0
1435529.txt,consult,cons_extraction,1820,481.0,622.0,1103.0,,,
1435529.txt,consult,cons_cot,1820,,,,481.0,801.0,1282.0
1315408.txt,consult,cons_extraction,2600,620.0,622.0,1242.0,,,
1315408.txt,consult,cons_cot,2600,,,,620.0,801.0,1421.0
1041684.txt,pathology,path_extraction,674,203.0,622.0,825.0,,,
1041684.txt,pathology,path_cot,674,,,,203.0,801.0,1004.0
1525413.txt,pathology,path_extraction,583,142.0,622.0,764.0,,,
1525413.txt,pathology,path_cot,583,,,,142.0,801.0,943.0
1525413.txt,consult,cons_extraction,1953,497.0,622.0,1119.0,,,
1525413.txt,consult,cons_cot,1953,,,,497.0,801.0,1298.0
310511.txt,pathology,path_extraction,1027,278.0,622.0,900.0,,,
310511.txt,pathology,path_cot,1027,,,,278.0,801.0,1079.0
310511.txt,consult,cons_extraction,1923,455.0,622.0,1077.0,,,
310511.txt,consult,cons_cot,1923,,,,455.0,801.0,1256.0
777248.txt,pathology,path_extraction,659,161.0,622.0,783.0,,,
777248.txt,pathology,path_cot,659,,,,161.0,801.0,962.0
777248.txt,consult,cons_extraction,2438,576.0,622.0,1198.0,,,
777248.txt,consult,cons_cot,2438,,,,576.0,801.0,1377.0
592315.txt,pathology,path_extraction,633,225.0,622.0,847.0,,,
592315.txt,pathology,path_cot,633,,,,225.0,801.0,1026.0
592315.txt,consult,cons_extraction,2813,666.0,622.0,1288.0,,,
592315.txt,consult,cons_cot,2813,,,,666.0,801.0,1467.0
552746.txt,pathology,path_extraction,606,151.0,622.0,773.0,,,
552746.txt,pathology,path_cot,606,,,,151.0,801.0,952.0
552746.txt,consult,cons_extraction,2637,630.0,622.0,1252.0,,,
552746.txt,consult,cons_cot,2637,,,,630.0,801.0,1431.0
1518987.txt,consult,cons_extraction,1578,389.0,622.0,1011.0,,,
1518987.txt,consult,cons_cot,1578,,,,389.0,801.0,1190.0
165361.txt,pathology,path_extraction,4380,1213.0,622.0,1835.0,,,
165361.txt,pathology,path_cot,4380,,,,1213.0,801.0,2014.0
165361.txt,consult,cons_extraction,786,194.0,622.0,816.0,,,
165361.txt,consult,cons_cot,786,,,,194.0,801.0,995.0
1406291.txt,pathology,path_extraction,639,155.0,622.0,777.0,,,
1406291.txt,pathology,path_cot,639,,,,155.0,801.0,956.0
